Month,Type,Price,Location,Postcode,Bedrooms,Bathrooms,Parking,Garden,Lease Length,Contact
November,Apartment,5270,Dublin City North,Dublin 1,3,1,No,No,12,Estate Agent
November,Apartment,1320,Dublin City Sth.,Dublin 4,2,2,No,N/A,60,Estate Agent
November,Apartment,1660,North Co Dublin,,1,1,No,N/A,12,Estate Agent
November,Apartment,800,Dublin City North,Dublin 17,1,1,No,No,12,Estate Agent
November,House,3280,Dublin City Nth.,Dublin 3,1,2,No,Yes,12,Estate Agent
November,House,4150,Dublin City South,Dublin 8,1,2,No,Yes,6,Owner
November,Apartment,1990,Dublin City North,Dublin 13,2,2,N/A,No,120,Estate Agent
November,House,3130,Dublin City South,Dublin 12,5,3,No,Yes,3,Owner
November,Apartment,1400,Dublin City South,Dublin 16,1,2,Yes,No,12,Estate Agent
November,Apartment,1530,Dublin City North,Dublin 1,1,1,No,No,12,Owner
November,Apartment,1500,Dublin City South,Dublin 2,2,1,No,N/A,12,Owner
November,Apartment,2220,Dublin City North,Dublin 1,2,1,No,No,12,Owner
November,Apartment,1080,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
November,House,3290,Dublin City South,Dublin 6W,3,2,Yes,Yes,6,Owner
November,Apartment,920,Dublin City North,Dublin 1,1,2,No,N/A,12,Estate Agent
November,Apartment,2430.00,South Co Dublin,,2,1,No,No,12,Estate Agent
November,House,6810,Dublin City Sth.,Dublin 4,2,2,No,Yes,12,Owner
November,Apartment,1450,Dublin City Sth.,Dublin 4,1,1,N/A,N/A,6,Estate Agent
November,Apartment,1580,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
November,Apartment,870,Dublin City North,Dublin 17,1,1,No,N/A,12,Owner
November,House,5180,Dublin City North,Dublin 1,3,1,Yes,Yes,6,Owner
November,Apartment,1610,Dublin City Sth.,Dublin 4,1,2,No,No,12,Owner
November,Apartment,1850,Dublin City Sth.,Dublin 4,2,1,No,N/A,12,Estate Agent
November,Apartment,1980,Dublin City South,Dublin 2,2,2,No,N/A,12,Estate Agent
November,Apartment,1440,Dublin City North,Dublin 1,1,2,Yes,No,6,Owner
November,House,6620,Dublin City South,Dublin 4,3,2,No,Yes,6,Estate Agent
November,Apartment,1650.00,Dublin City South,Dublin 6,1,1,No,N/A,12,Estate Agent
November,House,4460,Dublin City North,Dublin 11,3,1,Yes,Yes,6,Estate Agent
November,Apartment,1160,South Co Dublin,,1,1,No,No,12,Estate Agent
November,Apartment,1790,Dublin City North,Dublin 1,2,1,No,No,12,Owner
November,Apartment,2180,Dublin City Sth.,Dublin 2,2,2,No,No,6,Owner
November,Apartment,4470,Dublin City South,Dublin 18,3,1,No,No,120,Estate Agent
November,Apartment,3230,Dublin City North,Dublin 1,3,2,No,No,12,Estate Agent
November,House,4680,Dublin City Sth.,Dublin 8,3,2,No,Yes,6,Estate  Agent
November,Apartment,3040.00,Dublin City Sth.,Dublin 24,3,2,Yes,No,12,Estate Agent
November,Apartment,1110,Dublin City North,Dublin 9,1,2,N/A,No,6,Estate Agent
November,Apartment,2420,Dublin City Sth.,Dublin 4,1,2,Yes,No,6,Estate Agent
November,House,5000,Dublin City North,Dublin 5,3,1,No,Yes,12,Owner
November,Apartment,1350,Dublin City Nth.,Dublin 17,2,1,No,No,12,Estate Agent
November,Apartment,1480,Dublin City Nth.,Dublin 15,1,1,No,No,6,Owner
November,Apartment,1640,Dublin City South,Dublin 2,1,1,No,No,3,Estate Agent
November,Apartment,1390,Dublin City North,Dublin 9,1,2,No,No,12,Owner
November,Apartment,2920,Dublin City North,Dublin 1,2,1,No,N/A,6,Estate Agent
November,Apartment,2220,Dublin City South,Dublin 6,1,1,No,No,12,Owner
November,House,4870,Dublin City South,Dublin 6W,3,1,Yes,Yes,3,Estate Agent
November,Apartment,1700,Dublin City Sth.,Dublin 2,1,1,No,No,12,Estate Agent
November,Apartment,1770,Dublin City South,Dublin 22,1,1,No,N/A,12,Owner
November,Apartment,1200,Dublin City Nth.,Dublin 3,1,1,No,No,6,Estate Agent
November,Apartment,2380,Dublin City South,Dublin 2,1,2,No,No,12,Estate Agent
November,Apartment,2180,Dublin City South,Dublin 24,2,1,Yes,No,12,Estate  Agent
November,House,4780,Dublin City Sth.,Dublin 16,3,1,No,Yes,12,Estate Agent
November,Apartment,1320,Dublin City Nth.,Dublin 13,1,2,N/A,No,6,Owner
November,Apartment,2080.00,Dublin City North,Dublin 1,1,1,No,No,12,Owner
November,House,2760,Dublin City Sth.,Dublin 22,4,3,Yes,No,120,Estate Agent
November,Apartment,1290,Dublin City Sth.,Dublin 2,1,1,No,No,12,Estate Agent
November,Apartment,2820,Dublin City Sth.,Dublin 6,2,1,Yes,No,3,Estate Agent
November,Apartment,4440,Dublin City South,Dublin 20,3,1,Yes,No,6,Estate Agent
November,House,4180,North Co Dublin,,3,2,Yes,Yes,3,Estate Agent
November,House,4350,Dublin City North,Dublin 7,4,3,Yes,Yes,12,Owner
November,Apartment,2230,Dublin City North,Dublin 1,2,2,No,No,12,Estate Agent
November,Apartment,1160,Dublin City South,Dublin 10,1,2,Yes,No,12,Estate Agent
November,House,3530,Dublin City South,Dublin 20,3,2,Yes,N/A,6,Estate  Agent
November,House,7280,Dublin City Sth.,Dublin 4,4,4,No,Yes,120,Owner
November,House,5460,Dublin City North,Dublin 7,4,1,Yes,Yes,12,Owner
November,Apartment,2460,Dublin City Nth.,Dublin 5,3,1,Yes,No,3,Estate Agent
November,House,5440,Dublin City South,Dublin 2,3,2,Yes,Yes,12,Estate Agent
November,Apartment,1390.00,Dublin City North,Dublin 1,1,2,No,No,12,Estate Agent
November,Apartment,1980,North Co Dublin,,2,1,No,No,3,Estate Agent
November,Apartment,1340,Dublin City South,Dublin 12,1,1,No,No,12,Estate Agent
November,Apartment,1420,Dublin City Nth.,Dublin 1,1,1,N/A,No,12,Estate Agent
November,Apartment,1250,Dublin City North,Dublin 1,2,1,No,No,12,Estate  Agent
November,Apartment,1650,Dublin City South,Dublin 2,2,2,No,No,12,Estate Agent
November,Apartment,2090,Dublin City South,Dublin 2,1,2,No,No,12,Estate Agent
November,House,3430,North Co Dublin,,3,2,Yes,Yes,12,Owner
November,Apartment,2070,Dublin City Nth.,Dublin 1,1,2,No,No,12,Estate Agent
November,Apartment,1740,Dublin City South,Dublin 24,1,2,No,No, ,Estate Agent
November,Apartment,1130,Dublin City North,Dublin 9,1,1,Yes,N/A,30,Estate Agent
November,Apartment,1580,Dublin City South,Dublin 6W,1,1,No,No,120,Estate Agent
November,Apartment,3990,Dublin City Nth.,Dublin 1,3,2,No,No,12,Estate Agent
November,Apartment,1420,Dublin City North,Dublin 7,2,1,No,No,12,Estate Agent
November,Apartment,1220,Nth. Co Dublin,,1,1,No,No,12,Estate Agent
November,House,3630,Dublin City North,Dublin 9,4,4,No,Yes,60,Owner
November,Apartment,1410.00,Dublin City Sth.,Dublin 2,2,1,No,No,12,Owner
November,House,3200,North Co Dublin,,4,2,Yes,Yes,12,Estate Agent
November,Apartment,4880,Dublin City South,Dublin 8,3,1,Yes,No,12,Estate Agent
November,Apartment,2120,Dublin City South,Dublin 14,2,1,No,No,12,Estate Agent
November,Apartment,1060,Dublin City Sth.,Dublin 2,1,2,No,No,6,Owner
November,Apartment,1840,Dublin City Nth.,Dublin 9,1,1,No,No,6,Estate Agent
November,Apartment,1240.00,Dublin City South,Dublin 10,2,1,Yes,No,120,Estate Agent
November,Apartment,1500,Dublin City North,Dublin 1,2,2,No,No,12,Owner
November,House,4370.00,Dublin City South,Dublin 22,3,2,Yes,N/A,12,Owner
November,Apartment,1850,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
November,Apartment,790,Dublin City Nth.,Dublin 11,1,2,No,No,120,Owner
November,Apartment,2300,Dublin City South,Dublin 24,2,1,No,No,12,Owner
November,House,4820,Dublin City North,Dublin 11,1,2,Yes,No,3,Owner
November,Apartment,1280,Dublin City Sth.,Dublin 6,1,1,Yes,No,120,Owner
November,House,4740,Dublin City South,Dublin 12,3,1,N/A,Yes,6,Owner
November,Apartment,1730,Dublin City North,Dublin 1,1,2,No,No,12,Estate Agent
November,Apartment,1750,Dublin City North,Dublin 5,1,2,No,No,12,Owner
November,Apartment,1600,Dublin City South,Dublin 16,1,2,Yes,No,12,Estate Agent
November,Apartment,2260,Dublin City Nth.,Dublin 1,1,1,No,No,12,Estate Agent
November,Apartment,980,Dublin City North,Dublin 13,1,1,No,No,12,Estate Agent
November,Apartment,1640,Dublin City North,Dublin 1,2,2,No,No,120,Estate Agent
November,House,3530,Dublin City Nth.,Dublin 1,3,2,No,N/A,3,Estate Agent
November,Apartment,1530,Dublin City South,Dublin 22,2,1,Yes,No,12,Estate  Agent
November,Apartment,2370.00,Dublin City Nth.,Dublin 1,2,2,Yes,No,3,Estate Agent
November,Apartment,1330,Dublin City Nth.,Dublin 1,1,2,No,No,12,Owner
November,Apartment,2700,Dublin City South,Dublin 2,2,1,Yes,No,6,Estate Agent
November,House,2860,North Co Dublin,,4,4,No,Yes,12,Owner
November,Apartment,3090,Dublin City Sth.,Dublin 22,2,2,N/A,No,3,Estate Agent
November,Apartment,2820,Dublin City South,Dublin 2,1,2,No,No,3,Estate Agent
November,Apartment,1670,Dublin City North,Dublin 1,2,2,No,No,6,Estate Agent
December,Apartment,1300,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
December,Apartment,1150,Dublin City North,Dublin 1,1,1,No,No,12,Owner
December,House,5250.00,Dublin City North,Dublin 1,3,1,Yes,Yes,12,Estate Agent
December,Apartment,1250,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
December,Apartment,3220,Dublin City South,Dublin 2,2,1,No,No,12,Owner
December,Apartment,5260,Dublin City Nth.,Dublin 1,3,1,No,No,12,Estate Agent
December,Apartment,1210,North Co Dublin,,1,2,No,No,12,Estate Agent
December,Apartment,1480,Dublin City South,Dublin 2,1,2,No,No,120,Owner
December,House,4430,North Co Dublin,,3,2,Yes,Yes,30,Estate Agent
December,Apartment,2420.00,Dublin City Sth.,Dublin 18,2,2,N/A,No,120,Estate Agent
December,Apartment,1350.00,North Co Dublin,,2,1,No,No,12,Estate Agent
December,House,4050,Dublin City South,Dublin 14,3,1,Yes,N/A,12,Owner
December,Apartment,1380,Dublin City Sth.,Dublin 2,2,1,No,No,12,Estate Agent
December,Apartment,3270,Dublin City South,Dublin 2,2,1,No,No,6,Estate Agent
December,Apartment,5120,Dublin City North,Dublin 1,3,1,Yes,No,12,Estate Agent
December,Apartment,1120,Dublin City North,Dublin 5,1,2,N/A,No,3,Estate Agent
December,Apartment,4300,Dublin City Nth.,Dublin 1,3,2,Yes,No,3,Estate Agent
December,Apartment,2040,Dublin City South,Dublin 2,2,1,No,No,12,Estate  Agent
December,Apartment,2360,Dublin City Nth.,Dublin 5,2,2,No,No,3,Estate  Agent
December,Apartment,4060,Dublin City North,Dublin 3,3,1,No,No,12,Estate Agent
December,Apartment,1810,Dublin City South,Dublin 2,1,1,No,No,12,Owner
December,Apartment,1040.00,Dublin City North,Dublin 1,1,1,No,No,12,Estate  Agent
December,Apartment,1120,Dublin City North,Dublin 13,1,1,No,No,3,Estate Agent
December,Apartment,2010,Dublin City North,Dublin 1,3,1,N/A,No,12,Estate  Agent
December,Apartment,1400,Dublin City Sth.,Dublin 2,1,1,N/A,No,12,Estate Agent
December,Apartment,2010,Dublin City South,Dublin 20,3,2,No,No,12,Estate Agent
December,Apartment,1610,Dublin City North,Dublin 3,1,1,No,No,12,Owner
December,Apartment,4220,Dublin City South,Dublin 2,3,1,No,No,12,Estate Agent
December,Apartment,3060,Dublin City South,Dublin 4,2,2,N/A,No,12,Estate Agent
December,Apartment,2140,Dublin City North,Dublin 9,2,1,No,No,12,Estate Agent
December,Apartment,1690.00,Dublin City North,Dublin 1,1,1,Yes,No,12,Estate Agent
December,House,5110,Dublin City North,Dublin 7,3,2,Yes,Yes, ,Estate Agent
December,Apartment,3610.00,Dublin City South,Dublin 2,2,2,No,No,12,Estate Agent
December,Apartment,1410,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
December,Apartment,3060,Dublin City North,Dublin 1,2,1,No,No,12,Owner
December,House,4430,Dublin City North,Dublin 17,3,2,N/A,Yes,12,Estate Agent
December,Apartment,1040,Dublin City North,Dublin 1,1,1,No,No,6,Estate Agent
December,Apartment,2430.00,Dublin City South,Dublin 4,3,1,No,No,12,Owner
December,Apartment,2090,Dublin City North,Dublin 17,2,1,No,No,6,Estate Agent
December,Apartment,2600.00,Dublin City South,Dublin 2,2,2,No,No,12,Owner
December,Apartment,2010,Dublin City North,Dublin 1,2,1,Yes,No,12,Owner
December,Apartment,5260,Dublin City Nth.,Dublin 1,3,1,No,No,6,Owner
December,House,5590.00,Dublin City Nth.,Dublin 7,5,3,No,Yes,12,Owner
December,House,3880.00,Dublin City Nth.,Dublin 1,4,2,No,Yes,3,Owner
December,Apartment,2450,Dublin City South,Dublin 22,2,2,Yes,No,120,Estate Agent
December,Apartment,1650,Dublin City North,Dublin 9,1,1,Yes,No,12,Estate Agent
December,Apartment,1470,Dublin City South,Dublin 6,1,2,N/A,No,12,Estate Agent
December,House,4140,Dublin City Sth.,Dublin 22,4,4,No,Yes,30,Estate Agent
December,Apartment,1180,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
December,Apartment,1040,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
December,Apartment,1420,Dublin City Nth.,Dublin 9,1,1,N/A,No,12,Estate Agent
December,Apartment,2020,South Co Dublin,,1,1,No,No,12,Estate Agent
December,House,4260,Dublin City North,Dublin 13,4,2,Yes,Yes,3,Owner
December,Apartment,2630,Dublin City Nth.,Dublin 17,3,1,No,No,6,Estate Agent
December,Apartment,1090.00,Dublin City North,Dublin 9,2,1,No,No,120,Owner
December,Apartment,2470.00,Dublin City Nth.,Dublin 1,2,2,No,No,12,Estate Agent
December,Apartment,1720,Dublin City North,Dublin 7,1,1,No,No,12,Owner
December,Apartment,2440,Dublin City South,Dublin 16,2,1,N/A,No,12,Owner
December,Apartment,2080,Dublin City Nth.,Dublin 13,2,1,No,No,12,Estate Agent
December,Apartment,2420,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
December,House,3980.00,Dublin City South,Dublin 8,5,3,Yes,Yes,12,Estate Agent
December,Apartment,1550,Dublin City Nth.,Dublin 1,1,1,No,No,12,Estate Agent
December,Apartment,2200.00,Dublin City South,Dublin 4,1,1,No,No,12,Estate Agent
December,Apartment,2180,Dublin City North,Dublin 3,2,2,No,N/A,120,Estate Agent
December,Apartment,2560.00,Dublin City South,Dublin 4,1,1,N/A,No,12,Estate Agent
December,Apartment,1040,Dublin City North,Dublin 13,1,1,No,No,12,Estate Agent
December,House,3870,Dublin City Nth.,Dublin 1,4,2,Yes,Yes,12,Owner
December,Apartment,1360,Dublin City South,Dublin 2,2,2,No,No,12,Owner
December,House,3220,Dublin City South,Dublin 4,2,2,N/A,No,12,Owner
December,Apartment,1600,Dublin City Sth.,Dublin 2,1,1,No,N/A,12,Estate Agent
December,House,2810,Dublin City South,Dublin 22,4,2,Yes,Yes,12,Estate Agent
December,Apartment,2800,Dublin City North,Dublin 9,3,1,Yes,No,12,Estate Agent
December,Apartment,1110,South Co Dublin,,1,2,No,No,12,Estate Agent
December,Apartment,2780,Dublin City North,Dublin 9,2,1,No,No,12,Estate Agent
December,House,2970,Dublin City North,Dublin 15,3,2,Yes,Yes,6,Owner
December,Apartment,1200,Dublin City North,Dublin 9,1,2,N/A,No,6,Estate Agent
December,Apartment,1260,Dublin City South,Dublin 16,1,1,No,No,12,Estate Agent
December,Apartment,3910,Dublin City South,Dublin 2,3,1,No,No,12,Estate Agent
December,Apartment,3020,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
December,Apartment,1960,Dublin City Sth.,Dublin 2,1,1,No,N/A,12,Estate Agent
December,Apartment,2560,Dublin City South,Dublin 2,1,2,N/A,No,12,Estate Agent
December,House,3760,Dublin City North,Dublin 9,4,2,No,Yes,12,Estate Agent
December,House,4060,Dublin City South,Dublin 4,4,1,Yes,Yes,30,Owner
December,Apartment,1860,Dublin City North,Dublin 9,1,2,No,No,12,Estate  Agent
December,Apartment,1610,Dublin City South,Dublin 20,1,1,No,No,12,Estate Agent
December,House,6800,Dublin City Nth.,Dublin 3,4,2,N/A,Yes,3,Estate Agent
December,Apartment,2720,Dublin City North,Dublin 13,2,2,No,N/A,12,Estate Agent
December,Apartment,2490.00,Dublin City North,Dublin 1,2,2,No,No,12,Estate Agent
December,House,4620,Dublin City North,Dublin 15,4,3,Yes,Yes,6,Estate  Agent
December,Apartment,1000,Dublin City North,Dublin 5,1,1,No,No,6,Owner
December,Apartment,1290,Dublin City Sth.,Dublin 24,2,1,No,No,120,Owner
December,Apartment,1940,Dublin City South,Dublin 8,1,1,No,No,12,Estate Agent
December,Apartment,1320,Dublin City Sth.,Dublin 2,2,1,No,No, ,Owner
December,House,5090,Dublin City South,Dublin 20,3,1,Yes,Yes,6,Owner
December,Apartment,1720,Dublin City North,Dublin 1,1,1,No,No,12,Owner
December,Apartment,1330,Dublin City Sth.,Dublin 2,1,1,No,No,12,Estate Agent
December,House,2740,Dublin City North,Dublin 11,4,2,Yes,Yes,120,Estate Agent
December,House,5000,Dublin City North,Dublin 1,4,2,Yes,Yes,120,Owner
December,Apartment,2230,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
December,House,3340,Dublin City South,Dublin 12,4,1,No,Yes,6,Owner
December,House,5920,Dublin City South,Dublin 8,3,2,Yes,N/A,3,Owner
December,Apartment,1570.00,Dublin City North,Dublin 13,2,1,No,No,12,Estate Agent
December,Apartment,1150.00,Dublin City Sth.,Dublin 2,1,2,No,No,120,Owner
December,Apartment,3120,Dublin City South,Dublin 2,2,1,No,No,3,Estate Agent
December,Apartment,1060,Dublin City South,Dublin 2,1,1,No,No,12,Owner
December,Apartment,1640,Dublin City Sth.,Dublin 2,2,1,No,No,12,Estate Agent
December,Apartment,1900,Dublin City South,Dublin 2,1,1,No,No,12,Owner
December,Apartment,1800,Dublin City Sth.,Dublin 2,1,2,N/A,No,12,Owner
December,Apartment,2240,Dublin City Nth.,Dublin 1,1,1,No,No,12,Owner
December,Apartment,2290,Dublin City South,Dublin 2,1,2,N/A,No,12,Owner
December,House,2260,Dublin City North,Dublin 11,3,2,Yes,No,6,Estate Agent
December,House,6410,Dublin City South,Dublin 6,5,2,No,Yes,3,Estate Agent
